scenario,task_count,seed,method,hub_count,handoff_service_min,hub_ids,drone_count,max_tasks_per_drone,valid,compliant,on_time_count,on_time_rate,distance_km,relay_count,runtime_seconds,iterations,budget_seconds,scenario_sha256
U,50,2026081000,static-relay,4,0.5,u-hub-3;u-hub-5;u-hub-6;u-hub-7,2,25,True,True,8,0.16,604.4363875505205,2,0.8061982090002857,11,1.0,54fafffce615f3f3d62200edc33bcdf8757484e1732a8c9bf091732d3a2e8fdf
U,50,2026081000,static-relay,4,1.0,u-hub-3;u-hub-5;u-hub-6;u-hub-7,2,25,True,True,8,0.16,604.4363875505205,2,0.8033836249960586,11,1.0,54fafffce615f3f3d62200edc33bcdf8757484e1732a8c9bf091732d3a2e8fdf
U,50,2026081000,static-relay,4,2.0,u-hub-3;u-hub-5;u-hub-6;u-hub-7,2,25,True,True,8,0.16,604.4363875505205,2,0.8003843750339001,11,1.0,54fafffce615f3f3d62200edc33bcdf8757484e1732a8c9bf091732d3a2e8fdf
U,50,2026081000,static-relay,8,0.0,u-hub-3;u-hub-5;u-hub-6;u-hub-7;u-hub-8;u-hub-1;u-hub-2;u-hub-4,2,25,True,True,8,0.16,612.2845446585352,1,0.8099483330151998,11,1.0,54fafffce615f3f3d62200edc33bcdf8757484e1732a8c9bf091732d3a2e8fdf
U,50,2026081000,static-relay,8,0.5,u-hub-3;u-hub-5;u-hub-6;u-hub-7;u-hub-8;u-hub-1;u-hub-2;u-hub-4,2,25,True,True,8,0.16,609.4898904686565,1,0.8186033749952912,7,1.0,54fafffce615f3f3d62200edc33bcdf8757484e1732a8c9bf091732d3a2e8fdf
U,50,2026081000,static-relay,8,1.0,u-hub-3;u-hub-5;u-hub-6;u-hub-7;u-hub-8;u-hub-1;u-hub-2;u-hub-4,2,25,True,True,8,0.16,609.4898904686565,1,0.8000943340011872,7,1.0,54fafffce615f3f3d62200edc33bcdf8757484e1732a8c9bf091732d3a2e8fdf
U,50,2026081000,static-relay,8,2.0,u-hub-3;u-hub-5;u-hub-6;u-hub-7;u-hub-8;u-hub-1;u-hub-2;u-hub-4,2,25,True,True,8,0.16,609.4898904686565,1,0.8175124999834225,7,1.0,54fafffce615f3f3d62200edc33bcdf8757484e1732a8c9bf091732d3a2e8fdf
U,50,2026081001,baseline,0,0.0,,2,25,True,True,8,0.16,604.7955346468897,0,0.8005047919577919,0,1.0,74c3448f90516b6e5dbd7fab7440c84849330f151d18f04bc0ffb53cd64679f3
U,50,2026081001,static-relay,1,0.0,u-hub-3,2,25,True,True,8,0.16,625.3370290421287,0,0.8031453749863431,26,1.0,74c3448f90516b6e5dbd7fab7440c84849330f151d18f04bc0ffb53cd64679f3
U,50,2026081001,static-relay,1,0.5,u-hub-3,2,25,True,True,8,0.16,632.0663481148796,2,0.8001410830183886,19,1.0,74c3448f90516b6e5dbd7fab7440c84849330f151d18f04bc0ffb53cd64679f3
U,50,2026081001,static-relay,1,1.0,u-hub-3,2,25,True,True,8,0.16,632.0663481148796,2,0.8011151250102557,20,1.0,74c3448f90516b6e5dbd7fab7440c84849330f151d18f04bc0ffb53cd64679f3
U,50,2026081001,static-relay,1,2.0,u-hub-3,2,25,True,True,8,0.16,632.0663481148796,2,0.8000799999572337,19,1.0,74c3448f90516b6e5dbd7fab7440c84849330f151d18f04bc0ffb53cd64679f3
U,50,2026081001,static-relay,2,0.0,u-hub-3;u-hub-5,2,25,True,True,8,0.16,623.5215937222131,1,0.8016184999723919,16,1.0,74c3448f90516b6e5dbd7fab7440c84849330f151d18f04bc0ffb53cd64679f3
U,50,2026081001,static-relay,2,0.5,u-hub-3;u-hub-5,2,25,True,True,8,0.16,632.0663481148796,2,0.8000928750261664,22,1.0,74c3448f90516b6e5dbd7fab7440c84849330f151d18f04bc0ffb53cd64679f3
U,50,2026081001,static-relay,2,1.0,u-hub-3;u-hub-5,2,25,True,True,8,0.16,623.5215937222131,1,0.8036153330467641,16,1.0,74c3448f90516b6e5dbd7fab7440c84849330f151d18f04bc0ffb53cd64679f3
U,50,2026081001,static-relay,2,2.0,u-hub-3;u-hub-5,2,25,True,True,8,0.16,632.0663481148796,2,0.8057498339912854,22,1.0,74c3448f90516b6e5dbd7fab7440c84849330f151d18f04bc0ffb53cd64679f3
U,50,2026081001,static-relay,4,0.0,u-hub-3;u-hub-5;u-hub-6;u-hub-7,2,25,True,True,8,0.16,632.0663481148796,2,0.8001110409968533,13,1.0,74c3448f90516b6e5dbd7fab7440c84849330f151d18f04bc0ffb53cd64679f3
U,50,2026081001,static-relay,4,0.5,u-hub-3;u-hub-5;u-hub-6;u-hub-7,2,25,True,True,8,0.16,632.0663481148796,2,0.8005095410044305,16,1.0,74c3448f90516b6e5dbd7fab7440c84849330f151d18f04bc0ffb53cd64679f3
U,50,2026081001,static-relay,4,1.0,u-hub-3;u-hub-5;u-hub-6;u-hub-7,2,25,True,True,8,0.16,632.0663481148796,2,0.8018077499582432,15,1.0,74c3448f90516b6e5dbd7fab7440c84849330f151d18f04bc0ffb53cd64679f3
U,50,2026081001,static-relay,4,2.0,u-hub-3;u-hub-5;u-hub-6;u-hub-7,2,25,True,True,8,0.16,632.0663481148796,2,0.8009252920164727,14,1.0,74c3448f90516b6e5dbd7fab7440c84849330f151d18f04bc0ffb53cd64679f3
U,50,2026081001,static-relay,8,0.0,u-hub-3;u-hub-5;u-hub-6;u-hub-7;u-hub-8;u-hub-1;u-hub-2;u-hub-4,2,25,True,True,8,0.16,632.3337425731479,1,0.8000833329861052,6,1.0,74c3448f90516b6e5dbd7fab7440c84849330f151d18f04bc0ffb53cd64679f3
U,50,2026081001,static-relay,8,0.5,u-hub-3;u-hub-5;u-hub-6;u-hub-7;u-hub-8;u-hub-1;u-hub-2;u-hub-4,2,25,True,True,8,0.16,632.3337425731479,1,0.8184565829578787,6,1.0,74c3448f90516b6e5dbd7fab7440c84849330f151d18f04bc0ffb53cd64679f3
U,50,2026081001,static-relay,8,1.0,u-hub-3;u-hub-5;u-hub-6;u-hub-7;u-hub-8;u-hub-1;u-hub-2;u-hub-4,2,25,True,True,8,0.16,632.3337425731479,1,0.8176178329740651,6,1.0,74c3448f90516b6e5dbd7fab7440c84849330f151d18f04bc0ffb53cd64679f3
U,50,2026081001,static-relay,8,2.0,u-hub-3;u-hub-5;u-hub-6;u-hub-7;u-hub-8;u-hub-1;u-hub-2;u-hub-4,2,25,True,True,8,0.16,632.3337425731479,1,0.8000714170048013,6,1.0,74c3448f90516b6e5dbd7fab7440c84849330f151d18f04bc0ffb53cd64679f3
U,50,2026081002,baseline,0,0.0,,2,25,True,True,8,0.16,576.6317178350672,0,0.8008974580443464,0,1.0,702f09439f02d8b6019a348d49ddb7537e4219f6542b410f63135c136a7aede4
U,50,2026081002,static-relay,1,0.0,u-hub-3,2,25,True,True,8,0.16,584.4446457355868,1,0.8001237920252606,22,1.0,702f09439f02d8b6019a348d49ddb7537e4219f6542b410f63135c136a7aede4
U,50,2026081002,static-relay,1,0.5,u-hub-3,2,25,True,True,8,0.16,584.4446457355868,1,0.8018487499793991,22,1.0,702f09439f02d8b6019a348d49ddb7537e4219f6542b410f63135c136a7aede4
U,50,2026081002,static-relay,1,1.0,u-hub-3,2,25,True,True,8,0.16,584.4446457355868,1,0.8019561249529943,22,1.0,702f09439f02d8b6019a348d49ddb7537e4219f6542b410f63135c136a7aede4
U,50,2026081002,static-relay,1,2.0,u-hub-3,2,25,True,True,8,0.16,584.4446457355868,1,0.8007707499782555,22,1.0,702f09439f02d8b6019a348d49ddb7537e4219f6542b410f63135c136a7aede4
U,50,2026081002,static-relay,2,0.0,u-hub-3;u-hub-5,2,25,True,True,8,0.16,584.4446457355868,1,0.8016088340082206,14,1.0,702f09439f02d8b6019a348d49ddb7537e4219f6542b410f63135c136a7aede4
U,50,2026081002,static-relay,2,0.5,u-hub-3;u-hub-5,2,25,True,True,8,0.16,584.4446457355868,1,0.8016718750004657,14,1.0,702f09439f02d8b6019a348d49ddb7537e4219f6542b410f63135c136a7aede4
U,50,2026081002,static-relay,2,1.0,u-hub-3;u-hub-5,2,25,True,True,8,0.16,584.4446457355868,1,0.8048048749915324,14,1.0,702f09439f02d8b6019a348d49ddb7537e4219f6542b410f63135c136a7aede4
U,50,2026081002,static-relay,2,2.0,u-hub-3;u-hub-5,2,25,True,True,8,0.16,584.4446457355868,1,0.8043540000217035,14,1.0,702f09439f02d8b6019a348d49ddb7537e4219f6542b410f63135c136a7aede4
U,50,2026081002,static-relay,4,0.0,u-hub-3;u-hub-5;u-hub-6;u-hub-7,2,25,True,True,8,0.16,585.2318236707541,1,0.8068934580078349,8,1.0,702f09439f02d8b6019a348d49ddb7537e4219f6542b410f63135c136a7aede4
U,50,2026081002,static-relay,4,0.5,u-hub-3;u-hub-5;u-hub-6;u-hub-7,2,25,True,True,8,0.16,585.2318236707541,1,0.8052617919747718,8,1.0,702f09439f02d8b6019a348d49ddb7537e4219f6542b410f63135c136a7aede4
U,50,2026081002,static-relay,4,1.0,u-hub-3;u-hub-5;u-hub-6;u-hub-7,2,25,True,True,8,0.16,585.2318236707541,1,0.8064023749902844,8,1.0,702f09439f02d8b6019a348d49ddb7537e4219f6542b410f63135c136a7aede4
U,50,2026081002,static-relay,4,2.0,u-hub-3;u-hub-5;u-hub-6;u-hub-7,2,25,True,True,8,0.16,585.2318236707541,1,0.8050006249686703,8,1.0,702f09439f02d8b6019a348d49ddb7537e4219f6542b410f63135c136a7aede4
U,50,2026081002,static-relay,8,0.0,u-hub-3;u-hub-5;u-hub-6;u-hub-7;u-hub-8;u-hub-1;u-hub-2;u-hub-4,2,25,True,True,8,0.16,588.3036268693129,0,0.8072519999695942,4,1.0,702f09439f02d8b6019a348d49ddb7537e4219f6542b410f63135c136a7aede4
U,50,2026081002,static-relay,8,0.5,u-hub-3;u-hub-5;u-hub-6;u-hub-7;u-hub-8;u-hub-1;u-hub-2;u-hub-4,2,25,True,True,8,0.16,588.3036268693129,0,0.8037603750126436,4,1.0,702f09439f02d8b6019a348d49ddb7537e4219f6542b410f63135c136a7aede4
U,50,2026081002,static-relay,8,1.0,u-hub-3;u-hub-5;u-hub-6;u-hub-7;u-hub-8;u-hub-1;u-hub-2;u-hub-4,2,25,True,True,8,0.16,588.3036268693129,0,0.8006086660316214,4,1.0,702f09439f02d8b6019a348d49ddb7537e4219f6542b410f63135c136a7aede4
U,50,2026081002,static-relay,8,2.0,u-hub-3;u-hub-5;u-hub-6;u-hub-7;u-hub-8;u-hub-1;u-hub-2;u-hub-4,2,25,True,True,8,0.16,588.3036268693129,0,0.8175705420435406,4,1.0,702f09439f02d8b6019a348d49ddb7537e4219f6542b410f63135c136a7aede4
U,50,2026081003,baseline,0,0.0,,2,25,True,True,10,0.2,465.51492430935605,0,0.8006520419730805,0,1.0,2f605f3df575bb645cd5273d9cc223c5cb106d0bc0abf49eda46b43bb8927c5e
U,50,2026081003,static-relay,1,0.0,u-hub-3,2,25,True,True,9,0.18,483.5836386817448,0,0.8012788749765605,17,1.0,2f605f3df575bb645cd5273d9cc223c5cb106d0bc0abf49eda46b43bb8927c5e
U,50,2026081003,static-relay,1,0.5,u-hub-3,2,25,True,True,9,0.18,483.5836386817448,0,0.8027135420124978,18,1.0,2f605f3df575bb645cd5273d9cc223c5cb106d0bc0abf49eda46b43bb8927c5e
U,50,2026081003,static-relay,1,1.0,u-hub-3,2,25,True,True,9,0.18,483.5836386817448,0,0.800035833963193,18,1.0,2f605f3df575bb645cd5273d9cc223c5cb106d0bc0abf49eda46b43bb8927c5e
U,50,2026081003,static-relay,1,2.0,u-hub-3,2,25,True,True,9,0.18,483.5836386817448,0,0.8015879589947872,17,1.0,2f605f3df575bb645cd5273d9cc223c5cb106d0bc0abf49eda46b43bb8927c5e
U,50,2026081003,static-relay,2,0.0,u-hub-3;u-hub-5,2,25,True,True,9,0.18,485.3875593788631,0,0.8021938329911791,13,1.0,2f605f3df575bb645cd5273d9cc223c5cb106d0bc0abf49eda46b43bb8927c5e
U,50,2026081003,static-relay,2,0.5,u-hub-3;u-hub-5,2,25,True,True,9,0.18,485.3875593788631,0,0.8015340000274591,13,1.0,2f605f3df575bb645cd5273d9cc223c5cb106d0bc0abf49eda46b43bb8927c5e
U,50,2026081003,static-relay,2,1.0,u-hub-3;u-hub-5,2,25,True,True,9,0.18,485.3875593788631,0,0.8029426669818349,13,1.0,2f605f3df575bb645cd5273d9cc223c5cb106d0bc0abf49eda46b43bb8927c5e
U,50,2026081003,static-relay,2,2.0,u-hub-3;u-hub-5,2,25,True,True,9,0.18,485.3875593788631,0,0.8056438330095261,13,1.0,2f605f3df575bb645cd5273d9cc223c5cb106d0bc0abf49eda46b43bb8927c5e
U,50,2026081003,static-relay,4,0.0,u-hub-3;u-hub-5;u-hub-6;u-hub-7,2,25,True,True,9,0.18,485.3875593788631,0,0.8098321669967845,4,1.0,2f605f3df575bb645cd5273d9cc223c5cb106d0bc0abf49eda46b43bb8927c5e
U,50,2026081003,static-relay,4,0.5,u-hub-3;u-hub-5;u-hub-6;u-hub-7,2,25,True,True,9,0.18,485.3875593788631,0,0.8045249169808812,4,1.0,2f605f3df575bb645cd5273d9cc223c5cb106d0bc0abf49eda46b43bb8927c5e
U,50,2026081003,static-relay,4,1.0,u-hub-3;u-hub-5;u-hub-6;u-hub-7,2,25,True,True,9,0.18,485.3875593788631,0,0.8074093339964747,4,1.0,2f605f3df575bb645cd5273d9cc223c5cb106d0bc0abf49eda46b43bb8927c5e
U,50,2026081003,static-relay,4,2.0,u-hub-3;u-hub-5;u-hub-6;u-hub-7,2,25,True,True,9,0.18,485.3875593788631,0,0.8083403329947032,4,1.0,2f605f3df575bb645cd5273d9cc223c5cb106d0bc0abf49eda46b43bb8927c5e
U,50,2026081003,static-relay,8,0.0,u-hub-3;u-hub-5;u-hub-6;u-hub-7;u-hub-8;u-hub-1;u-hub-2;u-hub-4,2,25,True,True,9,0.18,481.43311871463857,1,0.8133343340014108,6,1.0,2f605f3df575bb645cd5273d9cc223c5cb106d0bc0abf49eda46b43bb8927c5e
U,50,2026081003,static-relay,8,0.5,u-hub-3;u-hub-5;u-hub-6;u-hub-7;u-hub-8;u-hub-1;u-hub-2;u-hub-4,2,25,True,True,9,0.18,481.43311871463857,1,0.8185835420154035,6,1.0,2f605f3df575bb645cd5273d9cc223c5cb106d0bc0abf49eda46b43bb8927c5e
U,50,2026081003,static-relay,8,1.0,u-hub-3;u-hub-5;u-hub-6;u-hub-7;u-hub-8;u-hub-1;u-hub-2;u-hub-4,2,25,True,True,9,0.18,481.43311871463857,1,0.8111563750426285,6,1.0,2f605f3df575bb645cd5273d9cc223c5cb106d0bc0abf49eda46b43bb8927c5e
U,50,2026081003,static-relay,8,2.0,u-hub-3;u-hub-5;u-hub-6;u-hub-7;u-hub-8;u-hub-1;u-hub-2;u-hub-4,2,25,True,True,9,0.18,481.43311871463857,1,0.8100434999796562,6,1.0,2f605f3df575bb645cd5273d9cc223c5cb106d0bc0abf49eda46b43bb8927c5e
U,50,2026081004,baseline,0,0.0,,2,25,True,True,12,0.24,506.0299706497886,0,0.8008688329719007,0,1.0,2c1bcf82cb550121ba4729ef044bdb3ad0d504607b64c8fecf51d4541ef38d6f
U,50,2026081004,static-relay,1,0.0,u-hub-3,2,25,True,True,8,0.16,542.1489420237114,2,0.8018219170044176,25,1.0,2c1bcf82cb550121ba4729ef044bdb3ad0d504607b64c8fecf51d4541ef38d6f
U,50,2026081004,static-relay,1,0.5,u-hub-3,2,25,True,True,8,0.16,542.1489420237114,2,0.800095250015147,26,1.0,2c1bcf82cb550121ba4729ef044bdb3ad0d504607b64c8fecf51d4541ef38d6f
U,50,2026081004,static-relay,1,1.0,u-hub-3,2,25,True,True,8,0.16,542.1489420237114,2,0.8002696660114452,25,1.0,2c1bcf82cb550121ba4729ef044bdb3ad0d504607b64c8fecf51d4541ef38d6f
U,50,2026081004,static-relay,1,2.0,u-hub-3,2,25,True,True,8,0.16,542.1489420237114,2,0.8001393330050632,25,1.0,2c1bcf82cb550121ba4729ef044bdb3ad0d504607b64c8fecf51d4541ef38d6f
U,50,2026081004,static-relay,2,0.0,u-hub-3;u-hub-5,2,25,True,True,8,0.16,542.0330988527205,2,0.8011986670317128,20,1.0,2c1bcf82cb550121ba4729ef044bdb3ad0d504607b64c8fecf51d4541ef38d6f
U,50,2026081004,static-relay,2,0.5,u-hub-3;u-hub-5,2,25,True,True,8,0.16,542.0330988527205,2,0.8048302080132999,20,1.0,2c1bcf82cb550121ba4729ef044bdb3ad0d504607b64c8fecf51d4541ef38d6f
U,50,2026081004,static-relay,2,1.0,u-hub-3;u-hub-5,2,25,True,True,8,0.16,542.0330988527205,2,0.802866708021611,20,1.0,2c1bcf82cb550121ba4729ef044bdb3ad0d504607b64c8fecf51d4541ef38d6f
U,50,2026081004,static-relay,2,2.0,u-hub-3;u-hub-5,2,25,True,True,8,0.16,542.0330988527205,2,0.801973249996081,20,1.0,2c1bcf82cb550121ba4729ef044bdb3ad0d504607b64c8fecf51d4541ef38d6f
U,50,2026081004,static-relay,4,0.0,u-hub-3;u-hub-5;u-hub-6;u-hub-7,2,25,True,True,8,0.16,542.0330988527205,2,0.8054484169697389,16,1.0,2c1bcf82cb550121ba4729ef044bdb3ad0d504607b64c8fecf51d4541ef38d6f
U,50,2026081004,static-relay,4,0.5,u-hub-3;u-hub-5;u-hub-6;u-hub-7,2,25,True,True,8,0.16,542.0330988527205,2,0.807828166987747,16,1.0,2c1bcf82cb550121ba4729ef044bdb3ad0d504607b64c8fecf51d4541ef38d6f
U,50,2026081004,static-relay,4,1.0,u-hub-3;u-hub-5;u-hub-6;u-hub-7,2,25,True,True,8,0.16,542.0330988527205,2,0.8072050830232911,16,1.0,2c1bcf82cb550121ba4729ef044bdb3ad0d504607b64c8fecf51d4541ef38d6f
U,50,2026081004,static-relay,4,2.0,u-hub-3;u-hub-5;u-hub-6;u-hub-7,2,25,True,True,8,0.16,542.0330988527205,2,0.8009636669885367,16,1.0,2c1bcf82cb550121ba4729ef044bdb3ad0d504607b64c8fecf51d4541ef38d6f
U,50,2026081004,static-relay,8,0.0,u-hub-3;u-hub-5;u-hub-6;u-hub-7;u-hub-8;u-hub-1;u-hub-2;u-hub-4,2,25,True,True,8,0.16,542.5588052963733,1,0.8164311670116149,12,1.0,2c1bcf82cb550121ba4729ef044bdb3ad0d504607b64c8fecf51d4541ef38d6f
U,50,2026081004,static-relay,8,0.5,u-hub-3;u-hub-5;u-hub-6;u-hub-7;u-hub-8;u-hub-1;u-hub-2;u-hub-4,2,25,True,True,8,0.16,542.5588052963733,1,0.8110031250398606,12,1.0,2c1bcf82cb550121ba4729ef044bdb3ad0d504607b64c8fecf51d4541ef38d6f
U,50,2026081004,static-relay,8,1.0,u-hub-3;u-hub-5;u-hub-6;u-hub-7;u-hub-8;u-hub-1;u-hub-2;u-hub-4,2,25,True,True,8,0.16,542.5588052963733,1,0.8182234999840148,12,1.0,2c1bcf82cb550121ba4729ef044bdb3ad0d504607b64c8fecf51d4541ef38d6f
U,50,2026081004,static-relay,8,2.0,u-hub-3;u-hub-5;u-hub-6;u-hub-7;u-hub-8;u-hub-1;u-hub-2;u-hub-4,2,25,True,True,8,0.16,542.5588052963733,1,0.8128817919641733,12,1.0,2c1bcf82cb550121ba4729ef044bdb3ad0d504607b64c8fecf51d4541ef38d6f
U,50,2026081005,baseline,0,0.0,,2,25,True,True,9,0.18,556.5378325563635,0,0.8004267500364222,0,1.0,608cec0dac2f663993b043b45a66639417c3b335a64b446f859542ae7456a1f3
U,50,2026081005,static-relay,1,0.0,u-hub-3,2,25,True,True,9,0.18,556.5378325563635,0,0.8023934999946505,22,1.0,608cec0dac2f663993b043b45a66639417c3b335a64b446f859542ae7456a1f3
U,50,2026081005,static-relay,1,0.5,u-hub-3,2,25,True,True,9,0.18,556.5378325563635,0,0.8001854160102084,22,1.0,608cec0dac2f663993b043b45a66639417c3b335a64b446f859542ae7456a1f3
U,50,2026081005,static-relay,1,1.0,u-hub-3,2,25,True,True,9,0.18,556.5378325563635,0,0.8014749589492567,22,1.0,608cec0dac2f663993b043b45a66639417c3b335a64b446f859542ae7456a1f3
U,50,2026081005,static-relay,1,2.0,u-hub-3,2,25,True,True,9,0.18,556.5378325563635,0,0.8024838750134222,21,1.0,608cec0dac2f663993b043b45a66639417c3b335a64b446f859542ae7456a1f3
U,50,2026081005,static-relay,2,0.0,u-hub-3;u-hub-5,2,25,True,True,9,0.18,555.572284438844,0,0.8046330000506714,14,1.0,608cec0dac2f663993b043b45a66639417c3b335a64b446f859542ae7456a1f3
U,50,2026081005,static-relay,2,0.5,u-hub-3;u-hub-5,2,25,True,True,9,0.18,555.572284438844,0,0.8051754170446657,13,1.0,608cec0dac2f663993b043b45a66639417c3b335a64b446f859542ae7456a1f3
U,50,2026081005,static-relay,2,1.0,u-hub-3;u-hub-5,2,25,True,True,9,0.18,555.572284438844,0,0.8040451669949107,14,1.0,608cec0dac2f663993b043b45a66639417c3b335a64b446f859542ae7456a1f3
U,50,2026081005,static-relay,2,2.0,u-hub-3;u-hub-5,2,25,True,True,9,0.18,555.572284438844,0,0.8028870830312371,14,1.0,608cec0dac2f663993b043b45a66639417c3b335a64b446f859542ae7456a1f3
U,50,2026081005,static-relay,4,0.0,u-hub-3;u-hub-5;u-hub-6;u-hub-7,2,25,True,True,9,0.18,556.0855097654951,1,0.8001412500161678,10,1.0,608cec0dac2f663993b043b45a66639417c3b335a64b446f859542ae7456a1f3
U,50,2026081005,static-relay,4,0.5,u-hub-3;u-hub-5;u-hub-6;u-hub-7,2,25,True,True,9,0.18,556.0855097654951,1,0.8033395829843357,10,1.0,608cec0dac2f663993b043b45a66639417c3b335a64b446f859542ae7456a1f3
U,50,2026081005,static-relay,4,1.0,u-hub-3;u-hub-5;u-hub-6;u-hub-7,2,25,True,True,9,0.18,556.0855097654951,1,0.8082646659458987,10,1.0,608cec0dac2f663993b043b45a66639417c3b335a64b446f859542ae7456a1f3
U,50,2026081005,static-relay,4,2.0,u-hub-3;u-hub-5;u-hub-6;u-hub-7,2,25,True,True,9,0.18,556.0855097654951,1,0.8020793750183657,10,1.0,608cec0dac2f663993b043b45a66639417c3b335a64b446f859542ae7456a1f3
U,50,2026081005,static-relay,8,0.0,u-hub-3;u-hub-5;u-hub-6;u-hub-7;u-hub-8;u-hub-1;u-hub-2;u-hub-4,2,25,True,True,9,0.18,553.1711908151351,1,0.8173585830372758,3,1.0,608cec0dac2f663993b043b45a66639417c3b335a64b446f859542ae7456a1f3
U,50,2026081005,static-relay,8,0.5,u-hub-3;u-hub-5;u-hub-6;u-hub-7;u-hub-8;u-hub-1;u-hub-2;u-hub-4,2,25,True,True,9,0.18,553.1711908151351,1,0.8089887500391342,3,1.0,608cec0dac2f663993b043b45a66639417c3b335a64b446f859542ae7456a1f3
U,50,2026081005,static-relay,8,1.0,u-hub-3;u-hub-5;u-hub-6;u-hub-7;u-hub-8;u-hub-1;u-hub-2;u-hub-4,2,25,True,True,9,0.18,553.1711908151351,1,0.8014962919987738,3,1.0,608cec0dac2f663993b043b45a66639417c3b335a64b446f859542ae7456a1f3
U,50,2026081005,static-relay,8,2.0,u-hub-3;u-hub-5;u-hub-6;u-hub-7;u-hub-8;u-hub-1;u-hub-2;u-hub-4,2,25,True,True,9,0.18,553.1711908151351,1,0.8170237079611979,3,1.0,608cec0dac2f663993b043b45a66639417c3b335a64b446f859542ae7456a1f3
U,50,2026081006,baseline,0,0.0,,2,25,True,True,9,0.18,500.1569417034663,0,0.8248171249870211,0,1.0,6ed870802c1a982aaedf931b3a43e6450210caf545d9678bac7a344a08477002
U,50,2026081006,static-relay,1,0.0,u-hub-3,2,25,True,True,9,0.18,533.8842727638697,0,0.8000236250227317,17,1.0,6ed870802c1a982aaedf931b3a43e6450210caf545d9678bac7a344a08477002
U,50,2026081006,static-relay,1,0.5,u-hub-3,2,25,True,True,9,0.18,533.8842727638697,0,0.8014428750029765,17,1.0,6ed870802c1a982aaedf931b3a43e6450210caf545d9678bac7a344a08477002
U,50,2026081006,static-relay,1,1.0,u-hub-3,2,25,True,True,9,0.18,533.8842727638697,0,0.802136457990855,17,1.0,6ed870802c1a982aaedf931b3a43e6450210caf545d9678bac7a344a08477002
U,50,2026081006,static-relay,1,2.0,u-hub-3,2,25,True,True,9,0.18,533.8842727638697,0,0.8014106249902397,17,1.0,6ed870802c1a982aaedf931b3a43e6450210caf545d9678bac7a344a08477002
U,50,2026081006,static-relay,2,0.0,u-hub-3;u-hub-5,2,25,True,True,9,0.18,533.8842727638697,0,0.8023443749989383,16,1.0,6ed870802c1a982aaedf931b3a43e6450210caf545d9678bac7a344a08477002
U,50,2026081006,static-relay,2,0.5,u-hub-3;u-hub-5,2,25,True,True,9,0.18,533.8842727638697,0,0.8045186660019681,16,1.0,6ed870802c1a982aaedf931b3a43e6450210caf545d9678bac7a344a08477002
U,50,2026081006,static-relay,2,1.0,u-hub-3;u-hub-5,2,25,True,True,9,0.18,533.8842727638697,0,0.8025072499876842,14,1.0,6ed870802c1a982aaedf931b3a43e6450210caf545d9678bac7a344a08477002
